transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
B0025.1b	2.496233549573572	0.18431549574763023	1.153656291929341	0.15976638539316282	0.8730651044596781	
B0025.1c.1	0.0					
B0025.2.1	65.13789003786515	-0.061805605864624046	0.2505593516887221	-0.2466705211682026	0.8051632223866025	0.9999892319025653
B0025.2.2	0.0					
B0025.4.1	74.26294379167445	-0.22047577372319285	0.25269924264911925	-0.8724829224333305	0.3829449806275398	0.9999892319025653
B0025.5.1	31.153673117676664	-0.18601745515434098	0.41460116218313114	-0.4486660244145101	0.6536725973793807	0.9999892319025653
B0025.6	0.0					
B0025.7	0.0					
B0025.8	0.0					
B0034.1.1	3.160498996114646	0.12684536979915573	1.012602142384807	0.1252667404993028	0.900312381978228	
B0034.10	0.0					
B0034.11	0.0					
B0034.12	0.0					
B0034.13	0.0					
B0034.14	0.0					
B0034.15	0.0					
B0034.16	0.0					
B0034.17	0.0					
B0034.2.1	0.5112952917147876	-2.4845016258893664	4.281416931779911	-0.5802989210061553	0.561713054937408	
B0034.3a	6.471203607785185	0.3518597142161405	0.7170324210493675	0.49071660344339585	0.6236269015697733	0.9999892319025653
B0034.3b.1	1.4829806845250755	0.2876667493166667	1.4784846496790545	0.19456864119564082	0.8457306545385628	
B0034.3c.1	9.989634301834917	0.0798800327973617	0.6220857443625132	0.1284067888088632	0.8978270589416137	0.9999892319025653
B0034.4.1	0.0					
B0034.5.1	0.15805730656124775	0.9441306898495685	4.4254826242254115	0.21333959931993154	0.8310620886370186	
B0034.6	0.0					
B0034.6b	0.0					
B0034.7.1	0.8248950322900731	0.5605145282331621	2.172476025874112	0.258007233017743	0.7964013250296682	
B0034.8	0.0					
B0034.9	0.0					
B0035.10.1	17.783426369637912	0.060139137531045675	0.44207152019394796	0.1360393845427118	0.8917901460019491	0.9999892319025653
B0035.11.1	29.942886996181972	-0.20549717463590156	0.3726914769030591	-0.551386837025397	0.5813685220920153	0.9999892319025653
B0035.12.1	17.658396323883522	0.7099049819980439	0.49766261458316535	1.4264784237261814	0.15373029062497134	0.9999892319025653
B0035.12.2	39.894355447705706	-0.284469657587124	0.3068603433513706	-0.9270329768920057	0.35390941276652377	0.9999892319025653
B0035.13	21.72714810448794	-0.6266786053641953	0.41902850939269626	-1.4955512365314931	0.13477063860128827	0.9999892319025653
B0035.14a	48.33359249850674	-0.009306829001110887	0.27536542511498785	-0.03379810300158241	0.9730381486683144	0.9999892319025653
B0035.14b.1	0.0					
B0035.15	39.355567574856906	-0.17916628111796795	0.31886553268590645	-0.5618866348105831	0.5741932603004043	0.9999892319025653
