Name	Project	Life Stage			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP016006.SRX191949	RNASeq_Study.SRP016006	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP058023.SRX1019180	RNASeq_Study.SRP058023	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP058023.SRX1019181	RNASeq_Study.SRP058023	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Male.WBbt:0007833.SRP016006.SRX191950	RNASeq_Study.SRP016006	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Male.WBbt:0007833.SRP016006.SRX191951	RNASeq_Study.SRP016006	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000041.Male.WBbt:0007833.SRP016006.SRX191952	RNASeq_Study.SRP016006	adult Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Female.WBbt:0007833.SRP034667.SRX397088	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Female.WBbt:0007833.SRP034667.SRX397089	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Female.WBbt:0007833.SRP034667.SRX397090	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Female.WBbt:0007833.SRP034667.SRX397091	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0005784.SRP057263.SRX997493	RNASeq_Study.SRP057263	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0005784.SRP057263.SRX997495	RNASeq_Study.SRP057263	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX001873	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX014006	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX014007	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX014008	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX014009	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX047787	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103986	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103987	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103988	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103989	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103990	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP000401.SRX103991	RNASeq_Study.SRP000401	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP015918.SRX189885	RNASeq_Study.SRP015918	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP034522.SRX392703	RNASeq_Study.SRP034522	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426002	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426003	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426004	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426005	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426006	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426007	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426008	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426009	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426010	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426011	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426012	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426013	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426014	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426015	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426016	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426017	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426018	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426019	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494547	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494548	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP040269.SRX494549	RNASeq_Study.SRP040269	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643418	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643419	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643420	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643421	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643422	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643423	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643424	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643425	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP043990.SRX643426	RNASeq_Study.SRP043990	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Male.WBbt:0007833.SRP034667.SRX397084	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Male.WBbt:0007833.SRP034667.SRX397085	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Male.WBbt:0007833.SRP034667.SRX397086	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000063.Male.WBbt:0007833.SRP034667.SRX397087	RNASeq_Study.SRP034667	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX218153	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP017908.SRX218190	RNASeq_Study.SRP017908	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265354	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265355	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265356	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265357	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265358	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000064.Hermaphrodite.WBbt:0007833.SRP021083.SRX265359	RNASeq_Study.SRP021083	1-day post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP021462.SRX270953	RNASeq_Study.SRP021462	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP021462.SRX270954	RNASeq_Study.SRP021462	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP021462.SRX270955	RNASeq_Study.SRP021462	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP021462.SRX270956	RNASeq_Study.SRP021462	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469110	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469111	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469112	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469113	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469114	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469115	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469116	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469117	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469118	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469119	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469120	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000065.Hermaphrodite.WBbt:0007833.SRP037555.SRX469121	RNASeq_Study.SRP037555	2-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265360	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265361	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265362	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265363	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265364	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000068.Hermaphrodite.WBbt:0007833.SRP021083.SRX265365	RNASeq_Study.SRP021083	5-days post-L4 adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0004015.SRP029448.SRX343220	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0004015.SRP029448.SRX343227	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0004015.SRP029448.SRX343228	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0004015.SRP029448.SRX343229	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0006771.SRP029448.SRX343225	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0006771.SRP029448.SRX343226	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0006876.SRP029448.SRX343221	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0006876.SRP029448.SRX343222	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000131.Hermaphrodite.WBbt:0006876.SRP029448.SRX343223	RNASeq_Study.SRP029448	20 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000141.Hermaphrodite.WBbt:0007833.SRP029448.SRX343161	RNASeq_Study.SRP029448	30 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0003810.SRP029448.SRX343308	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004015.SRP029448.SRX343280	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004015.SRP029448.SRX343281	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004015.SRP029448.SRX343282	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004458.SRP029448.SRX343255	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004458.SRP029448.SRX343256	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004458.SRP029448.SRX343257	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004804.SRP029448.SRX343230	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004804.SRP029448.SRX343231	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0004804.SRP029448.SRX343232	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0007833.SRP029448.SRX343162	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0008115.SRP029448.SRX343326	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0008115.SRP029448.SRX343327	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000151.Hermaphrodite.WBbt:0008115.SRP029448.SRX343328	RNASeq_Study.SRP029448	40 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0003810.SRP029448.SRX343309	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0003810.SRP029448.SRX343310	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0003810.SRP029448.SRX343311	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004015.SRP029448.SRX343283	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004015.SRP029448.SRX343284	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004015.SRP029448.SRX343285	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004458.SRP029448.SRX343258	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004458.SRP029448.SRX343259	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004458.SRP029448.SRX343260	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004804.SRP029448.SRX343233	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004804.SRP029448.SRX343234	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0004804.SRP029448.SRX343235	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0007833.SRP029448.SRX343163	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0008115.SRP029448.SRX343329	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000171.Hermaphrodite.WBbt:0008115.SRP029448.SRX343330	RNASeq_Study.SRP029448	60 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000181.Hermaphrodite.WBbt:0007833.SRP029448.SRX343164	RNASeq_Study.SRP029448	70 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000191.Hermaphrodite.WBbt:0007833.SRP029448.SRX343165	RNASeq_Study.SRP029448	80 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0003810.SRP029448.SRX343312	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0003810.SRP029448.SRX343313	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004015.SRP029448.SRX343287	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004015.SRP029448.SRX343288	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004458.SRP029448.SRX343261	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004458.SRP029448.SRX343262	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004458.SRP029448.SRX343263	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004804.SRP029448.SRX343236	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004804.SRP029448.SRX343237	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0004804.SRP029448.SRX343238	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0008115.SRP029448.SRX343331	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000201.Hermaphrodite.WBbt:0008115.SRP029448.SRX343332	RNASeq_Study.SRP029448	90 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0003810.SRP029448.SRX343314	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0003810.SRP029448.SRX343315	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004015.SRP029448.SRX343290	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004015.SRP029448.SRX343291	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004458.SRP029448.SRX343264	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004458.SRP029448.SRX343265	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004458.SRP029448.SRX343266	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0004804.SRP029448.SRX343241	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0008115.SRP029448.SRX343333	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000221.Hermaphrodite.WBbt:0008115.SRP029448.SRX343334	RNASeq_Study.SRP029448	110 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000231.Hermaphrodite.WBbt:0007833.SRP029448.SRX343167	RNASeq_Study.SRP029448	120 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0003810.SRP029448.SRX343317	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0004015.SRP029448.SRX343292	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
RNASeq.elegans.WBStrain00000001.WBls:0000251.Hermaphrodite.WBbt:0004458.SRP029448.SRX343268	RNASeq_Study.SRP029448	140 min post first-cleavage Ce			
