Name	Project	Life Stage			
RNASeq.elegans.WBStrain00022538.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP000401.SRX014010	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00022538.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP000401.SRX037200	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527959	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527960	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527961	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527962	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527963	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527964	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527965	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022571.WBls:0000002.Hermaphrodite.WBbt:0006797.SRP041461.SRX527966	RNASeq_Study.SRP041461	all stages Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426044	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426045	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426046	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426047	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426048	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426049	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426050	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426051	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426052	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022618.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426053	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426020	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426021	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426022	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426023	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426024	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426025	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426026	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426027	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426028	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426029	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426030	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426031	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426032	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426033	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426034	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426035	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426036	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426037	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426038	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426039	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426040	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426041	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426042	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00022651.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP035359.SRX426043	RNASeq_Study.SRP035359	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00024040.WBls:0000063.Hermaphrodite.WBbt:0007833.SRP015918.SRX189886	RNASeq_Study.SRP015918	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212092	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212095	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212097	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212098	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212099	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212100	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212101	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024162.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212102	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212103	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212104	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212105	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212106	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212107	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024165.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212109	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212110	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212111	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212112	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212113	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212114	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024166.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212115	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212116	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212118	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212119	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212120	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212121	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00024167.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP017621.SRX212122	RNASeq_Study.SRP017621	L1 larva Ce			
RNASeq.elegans.WBStrain00026383.WBls:0000024.Hermaphrodite.WBbt:0003666.SRP000401.SRX145445	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00026383.WBls:0000024.Hermaphrodite.WBbt:0003666.SRP000401.SRX151617	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00026383.WBls:0000024.Hermaphrodite.WBbt:0003666.SRP000401.SRX190368	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00026383.WBls:0000024.Hermaphrodite.WBbt:0003666.SRP000401.SRX732432	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00027375.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP000401.SRX004869	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00027375.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP000401.SRX049744	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00027375.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP000401.SRX050610	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00027573.WBls:0000004.Hermaphrodite.WBbt:0006825.SRP000401.SRX1041557	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00027573.WBls:0000004.Hermaphrodite.WBbt:0006825.SRP000401.SRX1041564	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00028685.WBls:0000021.Hermaphrodite.WBbt:0006819.SRP000401.SRX1041642	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028685.WBls:0000021.Hermaphrodite.WBbt:0006819.SRP000401.SRX1041643	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028685.WBls:0000021.Hermaphrodite.WBbt:0006819.SRP000401.SRX1041646	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028685.WBls:0000021.Hermaphrodite.WBbt:0006819.SRP000401.SRX1041647	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028688.WBls:0000038.Hermaphrodite.WBbt:0003670.SRP000401.SRX1041641	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00028688.WBls:0000038.Hermaphrodite.WBbt:0003670.SRP000401.SRX1041644	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00028688.WBls:0000038.Hermaphrodite.WBbt:0003670.SRP000401.SRX1041748	RNASeq_Study.SRP000401	L4 larva Ce			
RNASeq.elegans.WBStrain00028689.WBls:0000021.Hermaphrodite.WBbt:0005840.SRP000401.SRX1041558	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028689.WBls:0000021.Hermaphrodite.WBbt:0005840.SRP000401.SRX1041559	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028689.WBls:0000021.Hermaphrodite.WBbt:0005840.SRP000401.SRX1041571	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00028689.WBls:0000021.Hermaphrodite.WBbt:0005840.SRP000401.SRX1041572	RNASeq_Study.SRP000401	fully-elongated embryo Ce			
RNASeq.elegans.WBStrain00029126.WBls:0000024.Hermaphrodite.WBbt:0003679.SRP000401.SRX151599	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00029126.WBls:0000024.Hermaphrodite.WBbt:0003679.SRP000401.SRX151602	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00029126.WBls:0000024.Hermaphrodite.WBbt:0003679.SRP000401.SRX190365	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00029126.WBls:0000024.Hermaphrodite.WBbt:0003679.SRP000401.SRX190366	RNASeq_Study.SRP000401	L1 larva Ce			
RNASeq.elegans.WBStrain00030566.WBls:0000038.Male.WBbt:0007833.SRP003783.SRX028196	RNASeq_Study.SRP003783	L4 larva Ce			
RNASeq.elegans.WBStrain00030567.WBls:0000002.Male.WBbt:0007833.SRP003783.SRX028194	RNASeq_Study.SRP003783	all stages Ce			
RNASeq.elegans.WBStrain00030567.WBls:0000002.Male.WBbt:0007833.SRP003783.SRX028195	RNASeq_Study.SRP003783	all stages Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP005562.SRX040314	RNASeq_Study.SRP005562	L3 larva Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP005562.SRX040315	RNASeq_Study.SRP005562	L3 larva Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP005562.SRX040318	RNASeq_Study.SRP005562	L4 larva Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP005562.SRX040319	RNASeq_Study.SRP005562	L4 larva Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040322	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040323	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040324	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030624.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040325	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP005562.SRX040316	RNASeq_Study.SRP005562	L3 larva Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP005562.SRX040317	RNASeq_Study.SRP005562	L3 larva Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP005562.SRX040320	RNASeq_Study.SRP005562	L4 larva Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP005562.SRX040321	RNASeq_Study.SRP005562	L4 larva Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040326	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040327	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040328	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030625.WBls:0000041.Hermaphrodite.WBbt:0007833.SRP005562.SRX040329	RNASeq_Study.SRP005562	adult Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185660	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185667	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185668	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185669	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185670	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000035.Male.WBbt:0005062.SRP015688.SRX185672	RNASeq_Study.SRP015688	L3 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185638	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185661	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185662	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185663	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185664	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185665	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185666	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185674	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185676	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185678	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185680	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00030950.WBls:0000038.Male.WBbt:0005062.SRP015688.SRX185681	RNASeq_Study.SRP015688	L4 larva Ce			
RNASeq.elegans.WBStrain00031599.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362655	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00031599.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362686	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00031599.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362687	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00034434.WBls:0000063.Hermaphrodite.WBbt:0005175.SRP049412.SRX747677	RNASeq_Study.SRP049412	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00034434.WBls:0000063.Hermaphrodite.WBbt:0005175.SRP049412.SRX747678	RNASeq_Study.SRP049412	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00034434.WBls:0000063.Hermaphrodite.WBbt:0005784.SRP049412.SRX747679	RNASeq_Study.SRP049412	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00034434.WBls:0000063.Hermaphrodite.WBbt:0005784.SRP049412.SRX747680	RNASeq_Study.SRP049412	newly molted young adult hermaphrodite Ce			
RNASeq.elegans.WBStrain00034458.WBls:0000004.Hermaphrodite.WBbt:0006849.SRP000401.SRX1041553	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00034458.WBls:0000004.Hermaphrodite.WBbt:0006849.SRP000401.SRX1041554	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00034458.WBls:0000004.Hermaphrodite.WBbt:0006849.SRP000401.SRX1041561	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00034458.WBls:0000004.Hermaphrodite.WBbt:0006849.SRP000401.SRX1041562	RNASeq_Study.SRP000401	proliferating embryo Ce			
RNASeq.elegans.WBStrain00035051.WBls:0000038.Hermaphrodite.WBbt:0005490.SRP074511.SRX1746482	RNASeq_Study.SRP074511	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435695	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435696	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435697	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435698	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435699	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00035559.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP035479.SRX435700	RNASeq_Study.SRP035479	L4 larva Ce			
RNASeq.elegans.WBStrain00036497.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362860	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00036497.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362868	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00036497.WBls:0000002.Hermaphrodite.WBbt:0007833.SRP030526.SRX362869	RNASeq_Study.SRP030526	all stages Ce			
RNASeq.elegans.WBStrain00040453.WBls:0000024.Hermaphrodite.WBbt:0007833.SRP040623.SRX501864	RNASeq_Study.SRP040623	L1 larva Ce			
RNASeq.elegans.WBStrain00040453.WBls:0000027.Hermaphrodite.WBbt:0007833.SRP040623.SRX501865	RNASeq_Study.SRP040623	L2 larva Ce			
RNASeq.elegans.WBStrain00040453.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP040623.SRX501866	RNASeq_Study.SRP040623	L3 larva Ce			
RNASeq.elegans.WBStrain00040453.WBls:0000038.Hermaphrodite.WBbt:0007833.SRP040623.SRX501867	RNASeq_Study.SRP040623	L4 larva Ce			
RNASeq.elegans.WBStrain00047070.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP038704.SRX474209	RNASeq_Study.SRP038704	L3 larva Ce			
RNASeq.elegans.WBStrain00047070.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP038704.SRX474210	RNASeq_Study.SRP038704	L3 larva Ce			
RNASeq.elegans.WBStrain00047070.WBls:0000035.Hermaphrodite.WBbt:0007833.SRP038704.SRX474211	RNASeq_Study.SRP038704	L3 larva Ce			
